TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
608200,5/31/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,477.74,91200,Employment or Self-Employment,2,1,3,34,Adult,601 Educated clients on rights,Foster City,94404,,,
608700,9/20/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,White,M,No,No,Unknown,Unknown,Unknown,Employed,345.73,66000,Employment or Self-Employment,3,0,3,31,Adult,601 Educated clients on rights,Belmont,94002,,,
608700,5/9/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,White,S,No,Yes,Yes,Yes,Yes,Retired,210.56,23520,Other/Unknown,1,Unknown,1,65,Senior (60+),601 Educated clients on rights,Belmont,94002,,,
608900,1/24/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,208.24,48000,Employment or Self-Employment,4,0,4,25,Adult,601 Educated clients on rights,Belmont,94002,,,
609202,8/15/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Employed,151.06,40800,Employment or Self-Employment,2,3,5,45,Adult,601 Educated clients on rights,San Carlos,94070,,,
609602,5/2/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,Other,Unknown,No,No,Unknown,Unknown,Unknown,Employed,142.76,21600,Other/Unknown,2,0,2,47,Adult,601 Educated clients on rights,San Carlos,94070,,,
609602,10/20/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,White,M,No,No,Unknown,Unknown,Unknown,Employed,0.00,Unknown,Employment or Self-Employment,2,2,4,43,Adult,601 Educated clients on rights,San Carlos,94070,,,
610000,2/3/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,Hispanic & White,M,No,No,Unknown,Unknown,Unknown,Employed,12.96,3500,Employment or Self-Employment,2,3,5,47,Adult,601 Educated clients on rights,Redwood City,94062,,,
610201,4/8/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,232.58,44400,Employment or Self-Employment,2,1,3,45,Adult,601 Educated clients on rights,Redwood City,94063,,,
610201,5/20/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Employed,376.01,42000,Employment or Self-Employment,1,0,1,36,Adult,601 Educated clients on rights,Redwood City,94063,,,
610201,7/25/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,Unknown,No,No,Unknown,Unknown,Unknown,Employed,87.29,24800,Employment or Self-Employment,2,3,5,35,Adult,601 Educated clients on rights,Redwood City,94063,6305 Pvt LL/T Habitability,,
610201,4/3/2015,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,82.26,18960,Employment or Self-Employment,2,2,4,43,Adult,601 Educated clients on rights,Redwood City,94063,6305 Pvt LL/T Habitability,,
610500,7/12/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Not Employed,37.79,13200,Spouse/Partner's Income,4,3,7,40,Adult,601 Educated clients on rights,Redwood City,94063,,,
610601,4/11/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,41.65,9600,Employment or Self-Employment,4,0,4,39,Adult,601 Educated clients on rights,Redwood City,94063,,,
610601,4/10/2015,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,89.61,38400,Employment or Self-Employment,4,5,9,39,Adult,601 Educated clients on rights,Redwood City,94063,,,
610602,1/18/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,M,Hispanic & Other,Unknown,No,No,Unknown,Unknown,Yes,Retired,115.06,12852,Social Security Benefits (All Types),1,0,1,66,Senior (60+),601 Educated clients on rights,Redwood City,94063,,,
610602,7/18/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,White,D,No,No,Unknown,Unknown,Unknown,Employed,106.74,20376,Employment or Self-Employment,3,Unknown,3,51,Adult,601 Educated clients on rights,Redwood City,94063,,,
610700,1/25/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,White,M,No,Yes,Yes,Unknown,Unknown,Not Employed,142.76,21600,State Disability Insurance (SDI),2,0,2,59,Adult,601 Educated clients on rights,Redwood City,94061,,,
610800,4/29/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Yes,Employed,72.89,16800,Employment or Self-Employment,4,0,4,62,Senior (60+),601 Educated clients on rights,Redwood City,94061,,,
610800,3/21/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & White,S,No,No,Unknown,Unknown,Unknown,Employed,50.37,15600,Employment or Self-Employment,3,3,6,27,Adult,601 Educated clients on rights,Redwood City,94065,,,
610800,5/16/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,M,Hispanic & Other,M,No,Yes,Yes,Unknown,Unknown,Employed,73.31,19800,Spouse/Partner's Income,2,3,5,38,Adult,601 Educated clients on rights,Redwood City,94061,,,
610800,5/14/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,Pay and stay,No,No,,Spanish,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,3,1,4,42,Adult,604 Prevented illegal eviction (non-UD),Redwood City,94061,,,
610900,5/23/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,White,D,No,No,Unknown,Unknown,Unknown,Employed,0.00,0,Not Applicable,7,1,8,52,Adult,601 Educated clients on rights,Redwood City,94061,,,
610900,11/17/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,309.19,108000,Employment or Self-Employment,6,1,7,48,Adult,601 Educated clients on rights,Redwood City,94061,,,
610900,4/17/2015,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,Unknown,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,126.90,19200,Workers Compensation,2,Unknown,2,25,Adult,601 Educated clients on rights,Redwood City,94061,,,
611900,2/1/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,M,White,S,Yes,Yes,Yes,Unknown,Unknown,Retired,61.92,11820,VA Benefits (All Types),3,0,3,44,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
612000,9/18/2012,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,Pay and stay,No,No,,English,F,Black/African American,D,No,Yes,Yes,Unknown,Unknown,Not Employed,65.84,10488,SSI,2,0,2,53,Adult,604 Prevented illegal eviction (non-UD),East Palo Alto,94303,6910 Rent Control/Eviction Control [EPA],,
612100,1/6/2014,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,White,D,No,No,Unknown,Unknown,Unknown,Employed,142.76,21600,Employment or Self-Employment,2,0,2,50,Adult,601 Educated clients on rights,East Palo Alto,94303,,,
612100,4/5/2013,CLJ207814,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,Pay and stay,No,No,,Spanish,F,Hispanic & White,M,No,No,Unknown,Unknown,Unknown,Employed,62.20,16800,Employment or Self-Employment,2,3,5,36,Adult,611 UD-settlement pay&stay,East Palo Alto,94303,6910 Rent Control/Eviction Control [EPA],,
612100,1/4/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,111.07,30000,Employment or Self-Employment,3,2,5,50,Adult,616 Other favorable outcome,East Palo Alto,94303,6910 Rent Control/Eviction Control [EPA],,
612100,4/15/2013,,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,71.08,19200,Spouse/Partner's Income,2,3,5,29,Adult,616 Other favorable outcome,East Palo Alto,94303,6307 Pvt LL/T LL Violations/Harassment,6910 Rent Control/Eviction Control [EPA],
612800,4/26/2013,CLJ207723,6301 Pvt LL/T Term Notice Breach,Notice,Cause - Breach,,No,No,,English,F,White,D,No,Yes,Yes,Unknown,Unknown,Not Employed,3.65,696,General Assistance,3,0,3,Unknown,Unknown,606 UD-lost at trial,Menlo Park,94025,,,
10501,3/28/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,182.63,20400,School Grants,1,Unknown,1,22,Adult,601 Educated clients on rights,Davis,95616,,,
26100,3/15/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,0.00,0,Other/Unknown,1,0,1,46,Adult,601 Educated clients on rights,San Francisco,94112,,,
26100,5/6/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,208.24,48000,Employment or Self-Employment,4,0,4,46,Adult,601 Educated clients on rights,San Francisco,94112,,,
505401,8/22/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,11.33,3220,Employment or Self-Employment,5,0,5,56,Adult,601 Educated clients on rights,Santa Clara,95051,,,
508203,7/1/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,White,DP,No,No,Unknown,Unknown,Unknown,Not Employed,565.74,108000,Father's Income,3,0,3,23,Adult,601 Educated clients on rights,Sunnyvale,94087,,,
508703,2/27/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,133.28,36000,Employment or Self-Employment,3,2,5,40,Adult,601 Educated clients on rights,Sunnyvale,94086,,,
509109,3/6/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,244.35,66000,Employment or Self-Employment,3,2,5,40,Adult,601 Educated clients on rights,Mountain View,94043,,,
511400,8/8/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,White,M,No,No,Unknown,Unknown,Unknown,Employed,356.91,54000,Employment or Self-Employment,2,0,2,57,Adult,601 Educated clients on rights,Palo Alto,94301,,,
600100,3/19/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Hispanic & White,D,No,No,Unknown,Unknown,Unknown,Employed,251.44,48000,Employment or Self-Employment,2,1,3,47,Adult,601 Educated clients on rights,Brisbane,94005,,,
600100,12/27/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,M,No,Yes,Yes,Unknown,Unknown,Employed,198.28,30000,Employment or Self-Employment,2,0,2,42,Adult,601 Educated clients on rights,Brisbane,94005,,,
600100,5/6/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,White,D,No,Yes,Yes,Unknown,Yes,Not Employed,0.00,0,Not Applicable,3,0,3,73,Senior (60+),601 Educated clients on rights,Brisbane,94005,,,
600100,8/29/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,52.06,12000,Employment or Self-Employment,2,2,4,45,Adult,601 Educated clients on rights,Brisbane,94005,,,
600100,9/5/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Hispanic & Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,2,4,47,Adult,601 Educated clients on rights,Brisbane,94005,,,
600100,9/29/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Unknown,F,Native Hawaiian/Pacific Islander: Guamanian,Unknown,No,No,Unknown,Yes,Unknown,Unknown,255.15,28500,Employment or Self-Employment,1,0,1,56,Adult,601 Educated clients on rights,Brisbane,94005,,,
600100,2/23/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Black/African American & White,M,No,No,Unknown,Unknown,Unknown,Employed,253.80,38400,Employment or Self-Employment,2,0,2,Unknown,Unknown,601 Educated clients on rights,Brisbane,94005,,,
600100,3/27/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Black/African American & White,D,No,No,Unknown,Unknown,Yes,Employed,553.91,61872,Employment or Self-Employment,1,0,1,67,Senior (60+),601 Educated clients on rights,Brisbane,94005,,,
600200,2/25/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,White,S,No,No,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,30,Adult,601 Educated clients on rights,Daly City,94014,,,
600200,9/2/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,6,1,7,35,Adult,601 Educated clients on rights,Daly City,94014,,,
600200,3/9/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Employed,237.94,36000,Employment or Self-Employment,2,Unknown,2,59,Adult,601 Educated clients on rights,Daly City,94015,,,
600401,12/17/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Black/African American,M,No,No,Unknown,Unknown,Yes,Not Employed,138.57,37428,Employment or Self-Employment,5,0,5,67,Senior (60+),601 Educated clients on rights,Daly City,94014,,,
600401,1/28/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,98.92,22800,Spouse/Partner's Income,3,1,4,43,Adult,601 Educated clients on rights,Daly City,94014,,,
600401,11/4/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Hispanic & Other,S,No,Yes,Yes,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,Unknown,1,51,Adult,601 Educated clients on rights,Daly City,94014,,,
600402,4/2/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,364.59,69600,Employment or Self-Employment,3,0,3,56,Adult,601 Educated clients on rights,Daly City,94014,,,
600402,4/16/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Black/African American,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,2,0,2,57,Adult,601 Educated clients on rights,Daly City,94014,,,
600402,6/11/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,2,2,4,35,Adult,601 Educated clients on rights,Daly City,94014,6305 Pvt LL/T Habitability,,
600402,7/30/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,36.03,24000,Employment or Self-Employment,12,3,15,43,Adult,601 Educated clients on rights,Daly City,94015,,,
600402,9/10/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Employed,128.92,14400,Employment or Self-Employment,1,0,1,44,Adult,601 Educated clients on rights,Daly City,94014,,,
600402,9/24/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,M,Other,M,No,No,Unknown,Unknown,Unknown,Employed,166.59,38400,Employment or Self-Employment,4,0,4,55,Adult,601 Educated clients on rights,Daly City,94014,,,
600402,9/9/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,Unknown,No,No,Unknown,Yes,Unknown,Unknown,322.29,36000,Other/Unknown,1,0,1,60,Senior (60+),601 Educated clients on rights,Daly City,94015,,,
600402,10/6/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,M,No,Yes,Yes,Unknown,Yes,Employed,133.28,36000,Employment or Self-Employment,3,2,5,94,Senior (60+),601 Educated clients on rights,Daly City,94014,,,
600402,2/23/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Asian: Unspecified,Unknown,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,8,3,11,23,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,3/4/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Not Employed,160.92,30720,Spouse/Partner's Income,3,0,3,48,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,7/22/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,F,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Employed,63.45,9600,Employment or Self-Employment,2,0,2,46,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,8/12/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,Unknown,Asian: Unspecified,S,No,No,Unknown,Unknown,Unknown,Employed,151.81,28980,Employment or Self-Employment,2,1,3,25,Adult,601 Educated clients on rights,Daly City,94014,6305 Pvt LL/T Habitability,6306 Pvt LL/T Change in Terms of Tenancy,
600500,10/20/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Asian: Filipino,D,No,No,Unknown,Yes,Unknown,Employed,322.29,36000,Employment or Self-Employment,1,0,1,53,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,12/2/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Could Not Determine,193.38,21600,Other/Unknown,1,0,1,33,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,12/19/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,White,S,No,No,Unknown,Yes,Unknown,Employed,253.80,38400,Employment or Self-Employment,1,1,2,36,Adult,601 Educated clients on rights,Daly City,94014,,,
600500,2/3/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Hispanic & Other,D,No,No,Unknown,Unknown,Unknown,Employed,194.13,44748,Employment or Self-Employment,2,2,4,37,Adult,601 Educated clients on rights,Daly City,94014,6305 Pvt LL/T Habitability,,
600500,4/13/2015,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Asian: Cambodian,D,No,No,Unknown,Unknown,Unknown,Employed,123.68,43200,Employment or Self-Employment,3,4,7,33,Adult,601 Educated clients on rights,Daly City,94014,,,
600600,2/11/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,Unknown,1,47,Adult,601 Educated clients on rights,Daly City,94014,,,
600600,12/3/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,Hispanic & White,D,No,No,Unknown,Yes,Unknown,Employed,97.55,14760,Employment or Self-Employment,1,1,2,56,Adult,601 Educated clients on rights,Daly City,94014,,,
600600,4/15/2014,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Tagalog,F,Asian: Unspecified,W,No,No,Unknown,Yes,Yes,Not Employed,105.28,11760,Social Security Benefits (All Types),1,0,1,71,Senior (60+),601 Educated clients on rights,Daly City,94014,,,
600700,3/19/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,English,F,White,S,No,No,Unknown,Yes,Unknown,Not Employed,0.00,Unknown,Unemployment Insurance (UIB),1,0,1,28,Adult,601 Educated clients on rights,Daly City,94014,6307 Pvt LL/T LL Violations/Harassment,,
600700,10/22/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Spanish,M,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,97.16,14700,Employment or Self-Employment,2,0,2,25,Adult,601 Educated clients on rights,Daly City,94014,,,
600700,10/25/2013,,6302 Pvt LL/T Term Notice No cause,Notice,No-Cause,,No,No,Yes,Tagalog,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Not Employed,50.71,11688,Social Security Benefits (All Types),4,0,4,39,Adult,601 Educated clients on rights,Daly City,94014,,,
